0 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/216.json
4002 TYPE: Algebra | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: -13.5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1071.json
4003 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 108 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1988.json
4004 TYPE: Algebra | LEVEL: 3 | OUTPUT: 7 | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1151.json
4005 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{\sqrt{3}}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1275.json
4006 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 49 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1842.json
4007 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 18x^8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/245.json
4008 TYPE: Algebra | LEVEL: 3 | OUTPUT: -4 | ANSWER: \frac{23}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2010.json
4009 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 164 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2525.json
4010 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 33 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/536.json
4011 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1733.json
4012 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: -8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1252.json
4013 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \sqrt{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/779.json
4014 TYPE: Algebra | LEVEL: 5 | OUTPUT: 20 | ANSWER: -120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1423.json
4015 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 90 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2000.json
4016 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: -120 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1621.json
4017 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 4x(8x^2-x+5) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/843.json
4018 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: (r+5)^2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1838.json
4019 TYPE: Algebra | LEVEL: 4 | OUTPUT: 166 | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2556.json
4020 TYPE: Algebra | LEVEL: 1 | OUTPUT: 60 | ANSWER: 174 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1704.json
4021 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: x^3 + 2x^2 + x | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/176.json
4022 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/923.json
4023 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2080.json
4024 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \dfrac{1}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1213.json
4025 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/11.json
4026 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 9901 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/722.json
4027 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 81 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/529.json
4028 TYPE: Algebra | LEVEL: 4 | OUTPUT: -\frac{1}{3} | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1967.json
4029 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 19 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1264.json
4030 TYPE: Algebra | LEVEL: 4 | OUTPUT: -3 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2762.json
4031 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 17 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2051.json
4032 TYPE: Algebra | LEVEL: 2 | OUTPUT: 3 | ANSWER: 64 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2049.json
4033 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: -2-14i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/280.json
4034 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: -5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/416.json
4035 TYPE: Algebra | LEVEL: 1 | OUTPUT: \frac{4}{9} | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/902.json
4036 TYPE: Algebra | LEVEL: 5 | OUTPUT: -3 | ANSWER: \frac{11}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1031.json
4037 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: -3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/426.json
4038 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 6p^4 + 5p^2 - 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/528.json
4039 TYPE: Algebra | LEVEL: 3 | OUTPUT: 8 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/433.json
4040 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/421.json
4041 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 2000 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/24.json
4042 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac56 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1260.json
4043 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: (-\sqrt{3}, \sqrt{3}) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1078.json
4044 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: -3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1781.json
4045 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1283.json
4046 TYPE: Algebra | LEVEL: 3 | OUTPUT: 15 | ANSWER: 19 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/747.json
4047 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/634.json
4048 TYPE: Algebra | LEVEL: 2 | OUTPUT: 7 | ANSWER: 4005 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/524.json
4049 TYPE: Algebra | LEVEL: 4 | OUTPUT: -1 | ANSWER: 23 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1082.json
4050 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 23 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2736.json
4051 TYPE: Algebra | LEVEL: 3 | OUTPUT: 8192 | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1605.json
4052 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \text{VW} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2465.json
4053 TYPE: Algebra | LEVEL: 5 | OUTPUT: 11 | ANSWER: 81 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2321.json
4054 TYPE: Algebra | LEVEL: 1 | OUTPUT: 2 | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1181.json
4055 TYPE: Algebra | LEVEL: 4 | OUTPUT: 13 | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1739.json
4056 TYPE: Algebra | LEVEL: 1 | OUTPUT: \frac{1}{2} | ANSWER: 16 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1439.json
4057 TYPE: Algebra | LEVEL: 3 | OUTPUT: \frac{7}{4} | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1907.json
4058 TYPE: Algebra | LEVEL: 5 | OUTPUT: 49 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1953.json
4059 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 920.25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/608.json
4060 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 900 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/208.json
4061 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 16 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/803.json
4062 TYPE: Algebra | LEVEL: 2 | OUTPUT: \frac{1}{625} | ANSWER: -4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2559.json
4063 TYPE: Algebra | LEVEL: 5 | OUTPUT: 24 | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/510.json
4064 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{5}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1507.json
4065 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 6+9i | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1098.json
4066 TYPE: Algebra | LEVEL: 2 | OUTPUT: 8 | ANSWER: 96.8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2165.json
4067 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 3.5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/613.json
4068 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1434.json
4069 TYPE: Algebra | LEVEL: 1 | OUTPUT: 1.5 | ANSWER: 7.5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1973.json
4070 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/998.json
4071 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 2003 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2530.json
4072 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac 54 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1788.json
4073 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 672 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/594.json
4074 TYPE: Algebra | LEVEL: 1 | OUTPUT: 10 | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/440.json
4075 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2827.json
4076 TYPE: Algebra | LEVEL: 3 | OUTPUT: 1 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/453.json
4077 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: x^2 + 10x + 25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2688.json
4078 TYPE: Algebra | LEVEL: 4 | OUTPUT: \frac{5}{2} | ANSWER: \frac{7}{25} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/33.json
4079 TYPE: Algebra | LEVEL: 1 | OUTPUT: 125 | ANSWER: 187.5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/104.json
4080 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \text{(C)} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2687.json
4081 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/289.json
4082 TYPE: Algebra | LEVEL: 4 | OUTPUT: 35 | ANSWER: 324 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2276.json
4083 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 53 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2719.json
4084 TYPE: Algebra | LEVEL: 2 | OUTPUT: 55 | ANSWER: 11 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2094.json
4085 TYPE: Algebra | LEVEL: 5 | OUTPUT: 1 | ANSWER: 221 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/749.json
4086 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 40 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2583.json
4087 TYPE: Algebra | LEVEL: 2 | OUTPUT: 14 | ANSWER: 24 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1157.json
4088 TYPE: Algebra | LEVEL: 3 | OUTPUT: 3 | ANSWER: 10 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1753.json
4089 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1294.json
4090 TYPE: Algebra | LEVEL: 2 | OUTPUT: 100 | ANSWER: \text{June 20} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2359.json
4091 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/661.json
4092 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 78 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/901.json
4093 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \dfrac{3}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2318.json
4094 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1674.json
4095 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/872.json
4096 TYPE: Algebra | LEVEL: 4 | OUTPUT: 9 | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1318.json
4097 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/230.json
4098 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{1}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/314.json
4099 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/662.json
4100 TYPE: Algebra | LEVEL: 1 | OUTPUT: 150 | ANSWER: 1050 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1762.json
4101 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac9{19} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2257.json
4102 TYPE: Algebra | LEVEL: 3 | OUTPUT: 1.835 | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1049.json
4103 TYPE: Algebra | LEVEL: 2 | OUTPUT: -3 | ANSWER: 7 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/346.json
4104 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 4x^2 - 6x + 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2341.json
4105 TYPE: Algebra | LEVEL: 5 | OUTPUT: -\frac{1}{2} | ANSWER: 17 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1143.json
4106 TYPE: Algebra | LEVEL: 5 | OUTPUT: 6 | ANSWER: 216 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2284.json
4107 TYPE: Algebra | LEVEL: 4 | OUTPUT: -10 | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/530.json
4108 TYPE: Algebra | LEVEL: 1 | OUTPUT: -\frac{1}{2} | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/25999.json
4109 TYPE: Algebra | LEVEL: 4 | OUTPUT: 27 | ANSWER: \frac83 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/362.json
4110 TYPE: Algebra | LEVEL: 2 | OUTPUT: 16 | ANSWER: 85\text{ feet} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2160.json
4111 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/816.json
4112 TYPE: Algebra | LEVEL: 1 | OUTPUT: 5 | ANSWER: 144 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2218.json
4113 TYPE: Algebra | LEVEL: 3 | OUTPUT: \dfrac{1}{5} | ANSWER: -\dfrac{4}{25} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/540.json
4114 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/151.json
4115 TYPE: Algebra | LEVEL: 2 | OUTPUT: 1080 | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2549.json
4116 TYPE: Algebra | LEVEL: 3 | OUTPUT: -\frac{1}{2} | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2023.json
4117 TYPE: Algebra | LEVEL: 4 | OUTPUT: 52 | ANSWER: 24 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1811.json
4118 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 98 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/840.json
4119 TYPE: Algebra | LEVEL: 5 | OUTPUT: 2a | ANSWER: 21 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2381.json
4120 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1701.json
4121 TYPE: Algebra | LEVEL: 5 | OUTPUT: -2 | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/904.json
4122 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 625 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1438.json
4123 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{2009}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1268.json
4124 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{13}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/509.json
4125 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{15}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1145.json
4126 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2145.json
4127 TYPE: Algebra | LEVEL: 3 | OUTPUT: \frac{1}{7} | ANSWER: 5 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/750.json
4128 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 17 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2399.json
4129 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{121}{25} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/275.json
4130 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 25 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2696.json
4131 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/801.json
4132 TYPE: Algebra | LEVEL: 2 | OUTPUT: 6 | ANSWER: 495 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/585.json
4133 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 15 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1263.json
4134 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 18 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2677.json
4135 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 6r^2-4r-24 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1547.json
4136 TYPE: Algebra | LEVEL: 3 | OUTPUT: 8 | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1971.json
4137 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: (-7, 3) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/476.json
4138 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/889.json
4139 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 350 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/812.json
4140 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1826.json
4141 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1380.json
4142 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 228.3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/981.json
4143 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{\sqrt{3}}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1519.json
4144 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1527.json
4145 TYPE: Algebra | LEVEL: 1 | OUTPUT: 5 | ANSWER: 3125 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1050.json
4146 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 27 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2024.json
4147 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/958.json
4148 TYPE: Algebra | LEVEL: 2 | OUTPUT: 1 | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2207.json
4149 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 144 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/725.json
4150 TYPE: Algebra | LEVEL: 4 | OUTPUT: -1 | ANSWER: -4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1486.json
4151 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: \dfrac{9}{7} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1001.json
4152 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 8 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/158.json
4153 TYPE: Algebra | LEVEL: 3 | OUTPUT: 3 | ANSWER: 26 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2370.json
4154 TYPE: Algebra | LEVEL: 3 | OUTPUT: -3 | ANSWER: 27 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1656.json
4155 TYPE: Algebra | LEVEL: 3 | OUTPUT: -3 | ANSWER: \frac{13}{30} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2078.json
4156 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: 169 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1490.json
4157 TYPE: Algebra | LEVEL: 1 | OUTPUT: None | ANSWER: \frac{2}{3} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2788.json
4158 TYPE: Algebra | LEVEL: 4 | OUTPUT: None | ANSWER: 4950 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1170.json
4159 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1878.json
4160 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2122.json
4161 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 9 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1329.json
4162 TYPE: Algebra | LEVEL: 2 | OUTPUT: None | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1748.json
4163 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: \frac19 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/706.json
4164 TYPE: Algebra | LEVEL: 4 | OUTPUT: \frac{1}{3} | ANSWER: \frac{\sqrt{3}}{9} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2216.json
4165 TYPE: Algebra | LEVEL: 3 | OUTPUT: 15 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2546.json
4166 TYPE: Algebra | LEVEL: 2 | OUTPUT: (-5,5) | ANSWER: (-1,6) | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/864.json
4167 TYPE: Algebra | LEVEL: 4 | OUTPUT: -\frac{1}{2} | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1281.json
4168 TYPE: Algebra | LEVEL: 3 | OUTPUT: None | ANSWER: 32 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2701.json
4169 TYPE: Algebra | LEVEL: 1 | OUTPUT: 12 | ANSWER: 108 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/1886.json
4170 TYPE: Algebra | LEVEL: 5 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2543.json
4171 TYPE: Algebra | LEVEL: 4 | OUTPUT: 8 | ANSWER: 1024 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/algebra/2620.json
